0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73
0.0,0.0,0.0337813,0.0337813,0.0,0.0,0.033779226,0.0337813,0.0,0.033779953,0.0,0.033781033,0.0,0.0337813,0.033779413,0.033780966,0.0,0.0337813,0.0,0.0337813,0.0,0.0337813,0.0337813,0.0,0.0,0.03378416,0.0,0.0,0.0,0.033779245,0.0337813,0.0,0.0337813,0.0337813,0.0,0.0,0.0337807,0.0,0.0338075,0.0337813,0.0,0.0,0.0,0.0337813,0.0,0.0337813,0.0,0.0,0.0,0.03379518,0.0,0.0,0.0,0.0,0.0337813,0.0,0.0,0.0337813,0.033781223,0.0,0.0,0.0,0.0337813,0.0,0.0,0.0337813,0.0,0.033779588,0.0,0.0337813,0.0,0.033781182,0.0337813,0.0
0.0337813,0.0337813,0.0,0.0,0.0337813,0.0,0.0,0.0337813,0.0,0.033779953,0.0,0.0,0.0337813,0.0,0.0,0.0,0.03377939,0.0,0.0,0.0,0.0,0.0,0.0337813,0.0,0.0337813,0.0,0.0,0.0,0.0,0.0,0.0,0.0337813,0.0,0.0,0.0337813,0.0,0.0337807,0.03378174,0.0,0.0,0.0,0.0,0.033781543,0.0,0.033801094,0.0,0.0,0.0,0.0,0.0,0.0337813,0.03377924,0.0337813,0.0337813,0.0337813,0.033784695,0.0,0.0337813,0.0,0.0337813,0.0337813,0.0,0.0,0.0337813,0.0337813,0.0337813,0.0,0.0,0.0,0.0,0.0,0.0,0.0337813,0.0
0.0,0.0,0.0,0.0,0.0,0.033808906,0.0,0.0,0.0,0.03377547,0.0,0.0,0.033782214,0.0,0.0,0.0,0.033772655,0.0,0.0,0.033782214,0.03381007,0.0,0.033782214,0.0,0.033782214,0.0,0.0,0.0,0.033782214,0.03377194,0.033782214,0.0,0.0,0.033782214,0.033782214,0.033782214,0.033779215,0.033782654,0.033808414,0.033782214,0.0,0.0,0.0,0.033782214,0.0,0.0,0.033782214,0.033810254,0.0,0.0,0.0,0.0,0.033782214,0.0,0.0,0.033785604,0.03380524,0.033782214,0.0,0.033782214,0.033782214,0.033782214,0.0,0.033782214,0.0,0.0,0.033782214,0.0,0.033782214,0.033782214,0.033784408,0.0,0.033782214,0.033782214
0.033782214,0.0,0.0,0.033782214,0.033782214,0.033808906,0.033771846,0.0,0.0,0.0,0.033782214,0.0,0.0,0.0,0.0,0.033780538,0.033772655,0.0,0.0,0.033782214,0.0,0.0,0.0,0.033782214,0.033782214,0.033785067,0.033782214,0.033772536,0.0,0.03377194,0.033782214,0.0,0.0,0.0,0.033782214,0.0,0.0,0.0,0.0,0.0,0.033782214,0.0,0.033782456,0.0,0.03380201,0.033782214,0.0,0.0,0.0,0.033796094,0.0,0.0,0.0,0.0,0.033782214,0.0,0.0,0.033782214,0.0,0.033782214,0.0,0.033782214,0.0,0.0,0.0,0.0,0.0,0.0,0.033782214,0.033782214,0.033784408,0.0,0.0,0.0
0.0,0.033782214,0.033782214,0.033782214,0.033782214,0.0,0.033771846,0.033782214,0.03380813,0.03377547,0.0,0.0,0.033782214,0.033782214,0.03377279,0.0,0.0,0.033782214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033785067,0.033782214,0.0,0.033782214,0.03377194,0.0,0.033782214,0.0,0.033782214,0.0,0.0,0.033779215,0.033782654,0.033808414,0.0,0.0,0.0,0.033782456,0.033782214,0.03380201,0.033782214,0.0,0.0,0.033782214,0.033796094,0.033782214,0.03377193,0.0,0.0,0.0,0.033785604,0.0,0.033782214,0.03378183,0.033782214,0.033782214,0.0,0.0,0.033782214,0.033782214,0.0,0.033782214,0.0,0.033782214,0.0,0.033784408,0.033781614,0.0,0.033782214
0.0,0.0,0.0337813,0.0337813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0337813,0.033779413,0.033780966,0.03377939,0.0,0.0,0.0,0.0,0.0,0.0337813,0.0,0.0337813,0.0,0.0337813,0.0,0.0337813,0.033779245,0.0,0.0337813,0.0,0.0,0.0337813,0.0337813,0.0,0.03378174,0.0,0.0337813,0.0337813,0.0,0.033781543,0.0,0.0,0.0337813,0.0,0.0,0.0337813,0.0,0.0,0.0,0.0,0.0,0.0337813,0.033784695,0.0,0.0337813,0.033781223,0.0,0.0,0.0337813,0.0,0.0337813,0.0337813,0.0337813,0.0,0.0,0.0,0.0,0.0337835,0.033781182,0.0337813,0.0337813
0.0,0.0,0.0,0.0337813,0.0,0.0,0.0,0.0,0.0,0.033779953,0.0,0.033781033,0.0,0.0,0.0,0.033780966,0.03377939,0.0,0.0,0.0,0.033809163,0.0337813,0.0337813,0.0,0.0,0.0,0.0,0.0,0.0337813,0.0,0.0337813,0.0337813,0.0,0.0,0.0337813,0.0337813,0.0,0.0,0.0,0.0,0.0337813,0.0,0.0,0.0,0.033801094,0.0337813,0.0337813,0.0,0.0,0.03379518,0.0,0.03377924,0.0,0.0,0.0,0.033784695,0.0,0.0337813,0.0,0.0337813,0.0,0.0,0.0337813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0337835,0.0,0.0,0.0337813
0.0,0.0337813,0.0337813,0.0,0.0,0.0,0.033779226,0.0,0.0,0.033779953,0.0,0.033781033,0.0,0.0,0.033779413,0.0,0.0,0.0337813,0.0337813,0.0337813,0.0,0.0337813,0.0,0.0,0.0,0.03378416,0.0337813,0.033779364,0.0337813,0.033779245,0.0337813,0.0,0.0,0.0,0.0337813,0.0337813,0.0,0.0,0.0338075,0.0,0.0,0.033780787,0.033781543,0.0,0.0,0.0337813,0.0337813,0.03380934,0.0337813,0.03379518,0.0,0.0,0.0,0.0,0.0,0.033784695,0.033804327,0.0,0.0,0.0337813,0.0,0.0,0.0,0.0,0.0,0.0337813,0.0,0.0,0.0337813,0.0337813,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.03378347,0.0,0.0,0.03378347,0.033788648,0.0,0.0,0.0,0.03378347,0.03378347,0.03378158,0.033783134,0.0,0.0,0.0,0.03378347,0.0,0.0,0.0,0.0,0.0,0.0,0.03378347,0.0,0.03378347,0.0,0.03378347,0.0,0.03378347,0.0,0.0,0.0,0.03378287,0.0,0.033788707,0.03378347,0.03378347,0.03378295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033781413,0.0,0.03378347,0.03378347,0.0,0.0,0.0,0.0,0.03378347,0.0,0.0,0.0,0.0,0.03378347,0.0,0.0,0.033781756,0.03378347,0.03378347,0.0,0.03378335,0.0,0.03378347
0.0,0.0,0.0337813,0.0,0.0337813,0.033807993,0.033779226,0.0,0.033807218,0.0,0.0,0.033781033,0.0,0.0,0.0,0.033780966,0.0,0.0337813,0.0,0.0337813,0.033809163,0.0,0.0,0.0337813,0.0337813,0.03378416,0.0337813,0.0,0.0337813,0.0,0.0337813,0.0,0.0,0.0,0.0,0.0337813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0337813,0.0,0.0,0.0,0.03380934,0.0337813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033804327,0.0,0.033781223,0.0,0.0337813,0.0337813,0.0,0.0337813,0.0337813,0.0,0.0,0.033779588,0.0337813,0.0337813,0.0,0.033781182,0.0,0.0
0.0337813,0.0337813,0.0,0.0337813,0.0337813,0.0,0.033779226,0.0,0.033807218,0.0,0.0,0.0,0.0,0.0337813,0.033779413,0.0,0.0,0.0,0.0337813,0.0,0.0,0.0337813,0.0,0.0,0.0337813,0.03378416,0.0,0.033779364,0.0,0.0,0.0,0.0,0.0337813,0.0337813,0.0,0.0337813,0.0,0.0,0.0338075,0.0337813,0.0,0.033780787,0.033781543,0.0,0.0,0.0337813,0.0,0.03380934,0.0337813,0.0,0.0337813,0.0,0.0,0.0,0.0337813,0.0,0.0,0.0337813,0.0,0.0337813,0.0337813,0.0337813,0.0,0.0337813,0.0337813,0.0,0.0,0.0,0.0,0.0337813,0.0,0.0,0.0,0.0337813
0.0,0.0337813,0.0337813,0.0,0.0,0.0,0.0,0.0,0.033807218,0.033779953,0.0,0.0,0.0337813,0.0,0.0,0.033780966,0.0,0.0,0.0337813,0.0337813,0.0,0.0337813,0.0337813,0.0,0.0337813,0.0,0.0337813,0.033779364,0.0337813,0.033779245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0337813,0.0337813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0337813,0.03379518,0.0337813,0.0,0.0337813,0.0,0.0,0.0,0.033804327,0.0,0.033781223,0.0,0.0,0.0337813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033781182,0.0,0.0
0.0,0.0337813,0.0,0.0337813,0.0,0.0,0.033779226,0.0337813,0.033807218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03378416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0337813,0.0337813,0.0,0.0,0.0338075,0.0337813,0.0,0.033780787,0.033781543,0.0,0.033801094,0.0,0.0,0.0,0.0337813,0.03379518,0.0337813,0.0,0.0,0.0337813,0.0,0.033784695,0.0,0.0,0.033781223,0.0337813,0.0,0.0337813,0.0,0.0,0.0337813,0.0,0.0337813,0.0,0.0,0.0,0.0,0.0,0.0,0.0337813
0.0,0.0,0.0,0.033782925,0.033782925,0.033795096,0.0,0.0,0.0,0.033781577,0.0,0.0,0.033782925,0.0,0.0,0.0,0.0,0.0,0.033782925,0.0,0.0,0.033782925,0.0,0.0,0.0,0.0337835,0.0,0.0,0.0,0.03378087,0.0,0.033782925,0.0,0.033782925,0.0,0.033782925,0.0,0.0,0.0,0.0,0.0,0.0,0.033782974,0.0,0.0,0.033782925,0.033782925,0.0,0.0,0.0337857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033782925,0.0,0.0,0.0,0.0,0.0,0.033782925,0.033782925,0.0,0.033782925,0.0,0.0,0.033782925,0.03378336,0.0,0.033782925,0.0
0.0,0.0,0.0,0.0,0.0337813,0.0,0.0,0.0,0.0,0.0,0.0337813,0.0,0.0337813,0.0,0.0,0.0,0.0,0.0337813,0.0,0.0337813,0.033809163,0.0337813,0.0337813,0.0337813,0.0,0.03378416,0.0,0.033779364,0.0,0.033779245,0.0,0.0,0.0,0.0,0.0,0.0337813,0.0,0.03378174,0.0,0.0337813,0.0,0.0,0.033781543,0.0,0.0,0.0337813,0.0337813,0.0,0.0,0.0,0.0337813,0.03377924,0.0,0.0,0.0,0.0,0.0,0.0337813,0.0,0.0,0.0,0.0,0.0,0.0337813,0.0,0.0337813,0.0337813,0.0,0.0,0.0337813,0.0,0.033781182,0.0,0.0337813
0.0,0.0,0.0,0.0,0.0,0.033808906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033780538,0.0,0.0,0.033782214,0.033782214,0.0,0.0,0.033782214,0.0,0.0,0.0,0.0,0.0,0.0,0.03377194,0.0,0.0,0.033782214,0.0,0.033782214,0.033782214,0.033779215,0.033782654,0.033808414,0.0,0.033782214,0.0,0.0,0.033782214,0.0,0.0,0.033782214,0.033810254,0.033782214,0.0,0.0,0.03377193,0.0,0.0,0.033782214,0.033785604,0.0,0.0,0.0,0.0,0.0,0.033782214,0.0,0.0,0.0,0.0,0.033782214,0.033773657,0.0,0.033782214,0.033784408,0.033781614,0.0,0.0
0.0337813,0.0337813,0.0,0.0337813,0.0,0.033807993,0.033779226,0.0337813,0.033807218,0.0,0.0337813,0.033781033,0.0,0.0,0.033779413,0.033780966,0.03377939,0.0,0.0337813,0.0,0.0,0.0337813,0.0,0.0337813,0.0,0.0,0.0,0.033779364,0.0337813,0.0,0.0,0.0,0.0,0.0337813,0.0,0.0337813,0.0337807,0.0,0.0,0.0337813,0.0337813,0.0,0.033781543,0.0,0.033801094,0.0337813,0.0337813,0.03380934,0.0,0.03379518,0.0337813,0.03377924,0.0,0.0337813,0.0,0.0,0.033804327,0.0,0.0,0.0337813,0.0337813,0.0,0.0,0.0337813,0.0,0.0,0.0,0.0,0.0,0.0,0.0337835,0.0,0.0,0.0
0.0,0.033782214,0.0,0.0,0.033782214,0.0,0.033771846,0.0,0.03380813,0.03377547,0.0,0.03378087,0.0,0.033782214,0.03377279,0.033780538,0.033772655,0.033782214,0.0,0.0,0.0,0.033782214,0.033782214,0.033782214,0.0,0.033785067,0.0,0.033772536,0.0,0.0,0.0,0.033782214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033782214,0.033779632,0.033782456,0.0,0.03380201,0.033782214,0.0,0.033810254,0.033782214,0.0,0.033782214,0.03377193,0.033782214,0.0,0.033782214,0.0,0.0,0.0,0.03378183,0.033782214,0.033782214,0.0,0.033782214,0.033782214,0.033782214,0.033782214,0.0,0.033773657,0.0,0.0,0.033784408,0.033781614,0.033782214,0.033782214
0.0,0.0,0.0337813,0.0,0.0337813,0.0,0.033779226,0.0337813,0.0,0.0,0.0,0.033781033,0.0,0.0,0.0,0.033780966,0.0,0.0,0.0337813,0.0,0.0,0.0,0.0337813,0.0,0.0,0.0,0.0,0.033779364,0.0,0.033779245,0.0,0.0,0.0,0.0337813,0.0,0.0,0.0,0.0,0.0338075,0.0337813,0.0,0.0,0.033781543,0.0337813,0.033801094,0.0337813,0.0,0.0,0.0337813,0.0,0.0,0.0,0.0,0.0337813,0.0,0.0,0.0,0.0337813,0.0,0.0337813,0.0337813,0.0,0.0337813,0.0,0.0337813,0.0,0.0,0.033779588,0.0337813,0.0,0.0337835,0.033781182,0.0,0.0
0.0337813,0.0,0.0337813,0.0,0.0,0.033807993,0.033779226,0.0,0.033807218,0.033779953,0.0,0.0,0.0337813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033809163,0.0,0.0337813,0.0337813,0.0,0.03378416,0.0,0.0,0.0,0.033779245,0.0,0.0,0.0337813,0.0,0.0337813,0.0,0.0,0.0,0.0,0.0,0.0337813,0.0,0.0,0.0,0.0,0.0337813,0.0337813,0.0,0.0337813,0.03379518,0.0,0.0,0.0,0.0,0.0337813,0.033784695,0.0,0.0,0.033781223,0.0,0.0,0.0337813,0.0,0.0,0.0337813,0.0,0.0,0.033779588,0.0,0.0337813,0.0,0.033781182,0.0,0.0
0.0337813,0.0,0.0,0.0337813,0.0,0.0,0.0,0.0,0.033807218,0.033779953,0.0,0.0,0.0,0.0337813,0.0,0.0,0.03377939,0.0,0.0,0.0,0.0,0.0,0.0337813,0.0,0.0337813,0.0,0.0,0.0,0.0337813,0.033779245,0.0337813,0.0,0.0,0.0337813,0.0337813,0.0,0.0,0.0,0.0,0.0337813,0.0337813,0.033780787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03379518,0.0337813,0.0,0.0,0.0,0.0,0.0,0.033804327,0.0337813,0.033781223,0.0,0.0,0.0337813,0.0337813,0.0,0.0337813,0.0,0.0337813,0.0,0.0337813,0.0337813,0.0,0.0,0.0,0.0337813
0.0,0.0337813,0.0337813,0.0337813,0.0337813,0.033807993,0.033779226,0.0337813,0.0,0.033779953,0.0337813,0.0,0.0337813,0.0,0.0,0.0,0.0,0.0337813,0.0,0.0,0.0,0.0,0.0337813,0.0337813,0.0337813,0.0,0.0,0.0,0.0,0.033779245,0.0,0.0337813,0.0337813,0.0337813,0.0,0.0,0.0,0.0,0.0338075,0.0337813,0.0,0.033780787,0.0,0.0,0.0,0.0337813,0.0337813,0.0,0.0337813,0.0,0.0337813,0.03377924,0.0,0.0,0.0337813,0.033784695,0.0,0.0,0.033781223,0.0,0.0337813,0.0,0.0,0.0,0.0,0.0,0.0337813,0.0,0.0,0.0,0.0,0.033781182,0.0337813,0.0
0.0337813,0.0,0.0337813,0.0,0.0,0.033807993,0.0,0.0337813,0.0,0.0,0.0,0.0,0.0337813,0.0,0.0,0.033780966,0.0,0.0337813,0.0,0.0,0.0,0.0,0.0337813,0.0,0.0,0.03378416,0.0337813,0.0,0.0337813,0.033779245,0.0,0.0,0.0,0.0,0.0337813,0.0337813,0.0337807,0.0,0.0338075,0.0337813,0.0337813,0.0,0.0,0.0337813,0.0,0.0337813,0.0,0.03380934,0.0337813,0.03379518,0.0337813,0.0,0.0337813,0.0,0.0,0.0,0.0,0.0,0.033781223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033779588,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0337813,0.0337813,0.0,0.0,0.033807993,0.0,0.0337813,0.033807218,0.0,0.0337813,0.033781033,0.0337813,0.0337813,0.0,0.0,0.0,0.0337813,0.0337813,0.0337813,0.0,0.0,0.0,0.0337813,0.0337813,0.03378416,0.0337813,0.033779364,0.0337813,0.0,0.0,0.0337813,0.0,0.0,0.0337813,0.0,0.0,0.03378174,0.0338075,0.0,0.0,0.033780787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0337813,0.0337813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0337813,0.0,0.0337813,0.0,0.0,0.0,0.0,0.0,0.033781182,0.0,0.0
0.0,0.0,0.0,0.0,0.033782214,0.0,0.033771846,0.0,0.0,0.0,0.0,0.0,0.033782214,0.033782214,0.0,0.0,0.0,0.033782214,0.033782214,0.0,0.03381007,0.0,0.0,0.033782214,0.0,0.033785067,0.033782214,0.033772536,0.0,0.0,0.033782214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033779632,0.0,0.033782214,0.03380201,0.0,0.0,0.033810254,0.0,0.033796094,0.033782214,0.03377193,0.0,0.0,0.0,0.033785604,0.0,0.0,0.03378183,0.0,0.0,0.0,0.0,0.0,0.0,0.033782214,0.033782214,0.0,0.0,0.0,0.0,0.033781614,0.0,0.033782214
0.0,0.0,0.0,0.0,0.033781633,0.033806093,0.0,0.033781633,0.0,0.033780284,0.033781633,0.033781365,0.0,0.0,0.0,0.0,0.03377972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033781633,0.0,0.033781633,0.0337797,0.0,0.03377958,0.033781633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033781633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033781633,0.0,0.0,0.033779576,0.0,0.0,0.0,0.033782795,0.0,0.033781633,0.0,0.0,0.033781633,0.033781633,0.0,0.033781633,0.033781633,0.033781633,0.0,0.0,0.0,0.033781633,0.0,0.0,0.0,0.033781633
